brand,name,fragrantica_url,gender,concentration,release_year,main_accords,notes_top,notes_heart,notes_base,notes_undifferentiated,longevity,sillage,season_winter_votes,season_spring_votes,season_summer_votes,season_fall_votes,day_votes,night_votes,fragrantica_rating
giorgio armani,Armani Mania,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Mania-415.html,femme,,2004,woody;citrus;powdery;floral;soft spicy;vanilla;fresh spicy;musky;sweet;amber,Pink Pepper;Bay Leaf;Orange;Black Currant;Green Mandarin,Peony;Magnolia;Iris;Lily-of-the-Valley,Vanilla;White Sandalwood;Amber;Musk;Virginia Cedar,,,,881,632,386,1000,1200,674,4.11
giorgio armani,Mania,https://www.fragrantica.com/perfume/Giorgio-Armani/Mania-423.html,femme,,1999,warm spicy;amber;powdery;fresh spicy;woody;musky;citrus;vanilla;white floral;iris,Labdanum;Vanilla;Orange Blossom;Bergamot,Saffron;Nutmeg;Cloves;Amber,White Musk;Guaiac Wood;Vanilla;Iris,,,,,,,,,,4.19
giorgio armani,Summer Mania Eau Fraiche pour Femme,https://www.fragrantica.com/perfume/Giorgio-Armani/Summer-Mania-Eau-Fraiche-pour-Femme-928.html,femme,Eau Fraiche,2007,musky;powdery;amber;woody;white floral;fruity;sweet;animalic;warm spicy;fresh,Pear,Jasmine,White Musk;Amber;Sandalwood,,,,3,14,22,3,24,3,4.07
giorgio armani,Summer Mania Eau Fraiche pour Homme,https://www.fragrantica.com/perfume/Giorgio-Armani/Summer-Mania-Eau-Fraiche-pour-Homme-929.html,homme,Eau Fraiche,2007,citrus;musky;warm spicy;fresh;metallic;powdery;leather,Citruses,Saffron,Musk,,,,1,12,19,4,17,6,4.30
giorgio armani,Summer Mania Femme,https://www.fragrantica.com/perfume/Giorgio-Armani/Summer-Mania-Femme-2705.html,femme,,2006,floral;fruity;fresh;white floral;rose;citrus;woody;green;ozonic;sweet,Black Currant;Violet Leaf;Mandarin Orange;Orange;Cassia;Pear,Peony;Jasmine;Rose;Lily-of-the-Valley;Hawthorn,Sandalwood;Amber;White Musk,,,,5,16,16,5,21,6,4.02
giorgio armani,Summer Mania Homme,https://www.fragrantica.com/perfume/Giorgio-Armani/Summer-Mania-Homme-2706.html,homme,,2006,citrus;woody;musky;amber;powdery;warm spicy;fresh spicy;metallic,Sicilian Mandarin;Bergamot,Saffron,Musk;Amber;Cedar,,,,1,7,9,1,10,4,4.22
giorgio armani,Ambre Eccentrico,https://www.fragrantica.com/perfume/Giorgio-Armani/Ambre-Eccentrico-31209.html,unisexe,,2015,amber;warm spicy;cinnamon;fruity;sweet;vanilla;woody;patchouli,,,,Amber;Dried Fruits;Cinnamon;Tonka Bean;Patchouli;Prunol,,,456,132,73,465,253,405,4.31
giorgio armani,Ambre Soie,https://www.fragrantica.com/perfume/Giorgio-Armani/Ambre-Soie-405.html,unisexe,,2004,warm spicy;amber;fresh spicy;patchouli;woody,,,,Amber;Cloves;Patchouli;Pepper;Ginger,,,64,25,17,79,69,59,4.05
giorgio armani,Bois d'Encens,https://www.fragrantica.com/perfume/Giorgio-Armani/Bois-d-Encens-406.html,unisexe,,2004,woody;amber;warm spicy;aromatic;musky;earthy,,,,Labdanum;Spices;Cedar;Vetiver,,,407,164,87,418,272,405,4.30
giorgio armani,Cuir Amethyste,https://www.fragrantica.com/perfume/Giorgio-Armani/Cuir-Amethyste-408.html,unisexe,,2005,amber;woody;violet;powdery;leather;patchouli;warm spicy;smoky;vanilla;balsamic,Coriander;Rose;Bergamot,Violet;Birch;Patchouli,Benzoin;Labdanum;Bourbon Vanilla,,,,319,147,64,347,241,302,4.12
giorgio armani,Cuir Majeste,https://www.fragrantica.com/perfume/Giorgio-Armani/Cuir-Majeste-40057.html,unisexe,,2016,fruity;leather;sweet;rose;amber;smoky;tobacco;floral;oud;vanilla,Dried Fruits;Incense;Osmanthus,Leather;May Rose;Tobacco,Agarwood (Oud);Vanilla;Moss;Ambroxan,,,,108,39,14,96,39,99,4.46
giorgio armani,Cuir Nu Edition Murano,https://www.fragrantica.com/perfume/Giorgio-Armani/Cuir-Nu-Edition-Murano-123101.html,unisexe,,2026,amber;warm spicy;coffee;leather;animalic;rose;aromatic,Coffee;Cardamom,Leather;Damask Rose,Amber;Labdanum;Tonka Bean,,,,1,0,0,1,0,1,4.17
giorgio armani,Eau de Jade,https://www.fragrantica.com/perfume/Giorgio-Armani/Eau-de-Jade-403.html,unisexe,,2004,citrus;fresh spicy;musky;aromatic;powdery;white floral;floral,,,,Bergamot;Tunisian Neroli;Musk;Pepper,,,22,93,127,35,132,27,4.06
giorgio armani,Eclat de Jasmin,https://www.fragrantica.com/perfume/Giorgio-Armani/Eclat-de-Jasmin-1153.html,unisexe,,2007,woody;fruity;floral;white floral;citrus;aromatic;earthy;amber;patchouli;rose,Bergamot;Lemon,Jasmine;Osmanthus;Plum;Rose,Tahitian Vetiver;Labdanum;Patchouli,,,,28,72,36,43,77,34,4.02
giorgio armani,Encens Satin,https://www.fragrantica.com/perfume/Giorgio-Armani/Encens-Satin-25990.html,unisexe,,2014,amber;smoky;warm spicy;woody;balsamic,,,,Incense;Amber;Woodsy Notes;Spices,,,136,40,22,140,80,134,4.31
giorgio armani,Iris Celadon,https://www.fragrantica.com/perfume/Giorgio-Armani/Iris-Celadon-42886.html,unisexe,,2017,warm spicy;iris;musky;patchouli;powdery;woody;earthy;aromatic;chocolate;violet,Iris;Cardamom;Aldehydes;Bergamot,Iris;Chocolate;Mate,Patchouli;Musk;Ambrette (Musk Mallow),,,,119,127,46,162,129,127,4.01
giorgio armani,New York,https://www.fragrantica.com/perfume/Giorgio-Armani/New-York-46272.html,unisexe,,2017,musky;powdery;fresh;amber;vanilla;floral;aldehydic;iris;fresh spicy;woody,Aldehydes;White Pepper;Neroli Essence,Iris;White Tea;Ambrette (Musk Mallow);Peony,Vanilla;White Musk;Incense;Cashmeran,,,,33,46,30,45,46,35,4.31
giorgio armani,Pierre de Lune,https://www.fragrantica.com/perfume/Giorgio-Armani/Pierre-de-Lune-404.html,unisexe,,2004,violet;woody;powdery;iris;earthy;aromatic;fruity;fresh;green;soft spicy,,,,Violet;Iris;Woodsy Notes;Cassia,,,79,162,97,134,183,81,4.11
giorgio armani,Sable Fume,https://www.fragrantica.com/perfume/Giorgio-Armani/Sable-Fume-31211.html,unisexe,,2015,amber;balsamic;musky;iris;smoky;powdery;warm spicy,,,,Resins;Incense;Ambroxan;Orris;Suede;Benzoin,,,15,12,8,20,15,18,4.55
giorgio armani,Sable Or,https://www.fragrantica.com/perfume/Giorgio-Armani/Sable-Or-31210.html,unisexe,,2015,powdery;vanilla;warm spicy;woody;amber;iris;violet;cacao;sweet;balsamic,,,,Tuscan Iris;Sandalwood;Tonka Bean;Vanilla;Cacao;Benzoin;Violet,,,22,11,8,32,14,24,4.37
giorgio armani,Cedre Olympe,https://www.fragrantica.com/perfume/Giorgio-Armani/Cedre-Olympe-6062.html,unisexe,,2009,woody;citrus;aromatic;amber;green;fresh spicy;balsamic,,,,Virginia Cedar;Bitter Orange;Pine;Bergamot;Resin;Petitgrain,,,8,30,30,21,29,22,4.18
giorgio armani,Cyprès Pantelleria,https://www.fragrantica.com/perfume/Giorgio-Armani/Cypres-Pantelleria-66244.html,unisexe,,2021,woody;aromatic;citrus;aquatic;earthy;fresh;fresh spicy;mossy;soft spicy,Citron;Bergamot;Neroli;Mandarin Orange,Water Notes;Cypress;Clary Sage,Oakmoss;Vetiver;Amberwood;Patchouli,,,,16,163,175,40,154,31,3.92
giorgio armani,Figuier Eden,https://www.fragrantica.com/perfume/Giorgio-Armani/Figuier-Eden-14878.html,unisexe,,2012,green;fruity;citrus;fresh;sweet;woody;iris;powdery;soft spicy;fresh spicy,Bergamot;Pink Pepper;Mandarin Orange,Fig;Tea;Grass,Iris;Amber,,,,59,437,485,157,470,123,4.19
giorgio armani,Gardénia Antigua,https://www.fragrantica.com/perfume/Giorgio-Armani/Gardenia-Antigua-58908.html,unisexe,,2020,white floral;yellow floral;musky;animalic;citrus;sweet;lactonic;amber;woody,Neroli;Mandarin Orange;Pink Pepper,Gardenia;Ylang-Ylang;Jasmine,White Musk;Ambergris;Patchouli,,,,22,134,125,58,132,36,3.88
giorgio armani,Iris Bleu,https://www.fragrantica.com/perfume/Giorgio-Armani/Iris-Bleu-103559.html,unisexe,,2025,white floral;citrus;musky;woody;green;powdery;aromatic;floral;fresh spicy,Galbanum;Bergamot;Lemon,Iris Butter;Jasmine,White Musk;Virginia Cedar;Guaiac Wood,,,,20,103,87,34,86,16,4.06
giorgio armani,Jasmin Kusamono,https://www.fragrantica.com/perfume/Giorgio-Armani/Jasmin-Kusamono-58909.html,femme,,2020,white floral;fresh;woody;fruity;green,Nashi Pear;Pink Pepper,Lily-of-the-Valley;Jasmine Sambac;Orange Blossom,Sandalwood;Cedar,,,,25,222,185,61,195,41,4.02
giorgio armani,Orange Méditerranée,https://www.fragrantica.com/perfume/Giorgio-Armani/Orange-Mediterranee-121233.html,unisexe,,2025,citrus;fresh spicy;aromatic;fresh;rose,,,,Bitter Orange;Citron;Tea;Pelargonium;Bay Leaf;Lemon Peel;Bergamot;Fennel;Geranium,,,2,27,37,5,32,6,4.05
giorgio armani,Oranger Alhambra,https://www.fragrantica.com/perfume/Giorgio-Armani/Oranger-Alhambra-4036.html,femme,,2008,citrus;aromatic;fresh spicy;woody;mossy;white floral;herbal;earthy,Petitgrain;Bitter Orange;Lemon;Bergamot,Jasmine;Marjoram;Rosemary,Oakmoss;Patchouli,,,,7,34,45,17,48,15,3.94
giorgio armani,Orangerie Venise,https://www.fragrantica.com/perfume/Giorgio-Armani/Orangerie-Venise-55756.html,unisexe,,2019,citrus;fresh;aromatic;fresh spicy;woody,Bitter Orange;Citruses;Bergamot,Neroli;Buchu or Agathosma,Ambroxan;Cedar;Moss,,,,18,149,178,45,164,34,4.03
giorgio armani,Pivoine Suzhou,https://www.fragrantica.com/perfume/Giorgio-Armani/Pivoine-Suzhou-29301.html,femme,,2014,rose;floral;fruity;fresh;sweet;musky;citrus;soft spicy;powdery,Raspberry;Pink Pepper;Mandarin Orange,Peony;May Rose;Rose,Musk;Amber;Patchouli,,,,92,674,523,183,610,133,4.08
giorgio armani,Pivoine Suzhou Soie de Nacre,https://www.fragrantica.com/perfume/Giorgio-Armani/Pivoine-Suzhou-Soie-de-Nacre-41617.html,femme,,2016,rose;floral;fresh;fruity;sweet;musky;citrus;amber;soft spicy;powdery,Raspberry;Pink Pepper;Mandarin Orange,Peony;May Rose;Rose,Musk;Amber;Patchouli,,,,25,93,84,33,97,27,3.94
giorgio armani,Rose Alexandrie,https://www.fragrantica.com/perfume/Giorgio-Armani/Rose-Alexandrie-2699.html,femme,,2008,citrus;rose;floral;yellow floral;white floral;fresh spicy;powdery;green,,,,Neroli;Rose;Mimosa;Mandarin Orange;Bergamot,,,60,319,262,116,341,73,4.09
giorgio armani,Rose Milano,https://www.fragrantica.com/perfume/Giorgio-Armani/Rose-Milano-58911.html,femme,,2020,rose;citrus;earthy;mossy;woody;floral;patchouli;fruity;white floral;fresh,Pear;Bergamot;Lemon,Rose;Jasmine,Moss;Patchouli,,,,29,113,105,51,98,29,4.00
giorgio armani,Rose Milano Soie de Nacre,https://www.fragrantica.com/perfume/Giorgio-Armani/Rose-Milano-Soie-de-Nacre-79083.html,unisexe,,2023,citrus;rose;white floral;earthy;mossy;woody;floral;patchouli;aromatic;fresh spicy,Lemon;Bergamot,Damask Rose;Jasmine,Oakmoss;Patchouli,,,,10,21,20,13,21,12,3.85
giorgio armani,Santal Dan Sha,https://www.fragrantica.com/perfume/Giorgio-Armani/Santal-Dan-Sha-78477.html,unisexe,,2022,woody;warm spicy;aromatic;powdery;fresh spicy;balsamic;citrus;amber;musky;ozonic,Guatemalan Cardamom;Calabrian bergamot;Violet Leaf,elemi;Olibanum;Musk,Sandalwood;Virginia Cedar;Dreamwood,,,,186,198,142,254,213,168,4.05
giorgio armani,Thé Yulong,https://www.fragrantica.com/perfume/Giorgio-Armani/The-Yulong-58907.html,unisexe,,2020,citrus;green;white floral;aromatic;woody;earthy;fresh;floral;iris;musky,Mandarin Orange;Petitgrain;Cardamom,Green Tea;Black Tea;Orange Blossom;Jasmine,Vetiver;Ambrette (Musk Mallow);Iris,,,,123,806,799,247,759,150,4.25
giorgio armani,Thé Yulong Eau de Toilette Edition Limitée,https://www.fragrantica.com/perfume/Giorgio-Armani/The-Yulong-Eau-de-Toilette-Edition-Limitee-96936.html,unisexe,Eau de Toilette,2024,citrus;green;aromatic;woody;fresh spicy;fresh;white floral;musky;floral,Lime;Green Mandarin;Petitgrain,Black Tea;Green Tea;Mate;Jasmine;Orange Blossom,Guaiac Wood;Ambrette;Iris,,,,4,15,14,6,15,9,3.97
giorgio armani,Thé Yulong Soie de Nacre,https://www.fragrantica.com/perfume/Giorgio-Armani/The-Yulong-Soie-de-Nacre-70817.html,unisexe,,2021,citrus;green;white floral;aromatic;woody;earthy;iris;floral;musky;warm spicy,Petitgrain;Mandarin Orange;Cardamom,Green Tea;Black Tea;Orange Blossom;Jasmine,Vetiver;Ambrette (Musk Mallow);Iris,,,,12,79,86,33,73,16,4.25
giorgio armani,Vétiver d'Hiver (Vetiver Babylone),https://www.fragrantica.com/perfume/Giorgio-Armani/Vetiver-d-Hiver-Vetiver-Babylone-2698.html,homme,,2008,citrus;aromatic;woody;earthy;fresh spicy,Bergamot;Lemon;Mandarin Orange,Pink Pepper;Cardamom;Coriander,Vetiver;Patchouli,,,,98,500,581,192,571,132,4.27
giorgio armani,A Milano,https://www.fragrantica.com/perfume/Giorgio-Armani/A-Milano-69489.html,unisexe,,2021,citrus;aromatic;fresh;iris;fresh spicy;powdery;woody;lavender;musky,Citruses;Citron;elemi,Wild Lavender;Cypress,Orris Root;White Musk,,,,4,26,34,15,26,9,4.26
giorgio armani,Armani Privé Charm',https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Charm-45083.html,femme,,2017,woody;powdery;floral;iris;musky;earthy;citrus;patchouli;smoky;green,Iris;Floral Notes;Calabrian bergamot,Green Tea;Guaiac Wood;Incense,White Musk;Patchouli;Vanilla,,,,4,8,4,7,7,5,3.68
giorgio armani,Armani Prive Fil Rouge,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Fil-Rouge-37653.html,femme,,2016,amber;musky;powdery;iris;aldehydic;animalic;citrus;violet;fresh;earthy,Aldehydes;Bergamot,Iris;Angelica,Ambergris;White Musk,,,,9,11,7,10,7,11,3.82
giorgio armani,Armani Prive La Femme Bleue,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-La-Femme-Bleue-12758.html,femme,,2011,iris;powdery;vanilla;woody;warm spicy;cacao;amber;violet;smoky;balsamic,,,,Iris;Vanille;Incense;Cacao;Woodsy Notes,,,18,7,5,14,10,22,4.28
giorgio armani,Armani Prive Laque,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Laque-55409.html,unisexe,,2019,white floral;aldehydic;woody;rose;fresh;soapy;animalic,Aldehydes,White Flowers;Rose,Oriental Woodsy notes,,,,8,10,10,12,10,7,4.15
giorgio armani,Armani Privé Ombre & Lumiere,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Ombre-Lumiere-25081.html,femme,,2014,white floral;iris;powdery;floral;musky;amber;citrus;violet;earthy;woody,Bergamot;Freesia,Jasmine;Iris,Ambroxan;Musk,,,,16,21,20,17,20,18,4.36
giorgio armani,Blanc Kogane,https://www.fragrantica.com/perfume/Giorgio-Armani/Blanc-Kogane-88629.html,unisexe,,2024,white floral;aldehydic;musky;fresh;powdery;woody;soapy;animalic;earthy;patchouli,Aldehydes;Indian Jasmine,White Musk;Lily,Vetiver;Patchouli,,,,82,137,96,113,144,54,3.92
giorgio armani,Haute Couture en Jeu,https://www.fragrantica.com/perfume/Giorgio-Armani/Haute-Couture-en-Jeu-100584.html,unisexe,,2024,fresh spicy;rose;aromatic;musky;floral;herbal;citrus;powdery;green,Basil;Bergamot,Damask Rose;Geranium;Iris,Ambrette;White Musk;Amber;Cedar,,,,7,12,11,13,13,7,4.04
giorgio armani,Ikat Bleu,https://www.fragrantica.com/perfume/Giorgio-Armani/Ikat-Bleu-63629.html,unisexe,,2020,powdery;vanilla;woody;musky;iris;smoky;balsamic;amber;soft spicy;warm spicy,Pink Pepper;Bergamot,Incense;Iris;Patchouli,Black Vanilla Husk;Musk;Guaiac Wood,,,,21,18,8,28,16,26,4.25
giorgio armani,Ikat Rouge,https://www.fragrantica.com/perfume/Giorgio-Armani/Ikat-Rouge-63630.html,unisexe,,2020,amber;woody;citrus;powdery;smoky;iris;balsamic;warm spicy,Bergamot;Incense;Labdanum,Iris;Patchouli,Amber;Guaiac Wood,,,,26,15,5,25,10,23,4.34
giorgio armani,Indigo Tanzanite,https://www.fragrantica.com/perfume/Giorgio-Armani/Indigo-Tanzanite-71537.html,unisexe,,2022,amber;warm spicy;patchouli;woody;almond;powdery;balsamic;vanilla;lactonic;sweet,Almond;Bergamot,Heliotrope;Milk,Patchouli;Benzoin;Labdanum;Tolu Balsam,,,,177,85,31,173,81,153,3.99
giorgio armani,La Femme Nacre,https://www.fragrantica.com/perfume/Giorgio-Armani/La-Femme-Nacre-15216.html,femme,,2012,iris;powdery;musky;earthy;violet;woody,,,,Iris;Orris Root;Musk,,,8,9,12,13,19,15,4.53
giorgio armani,Lumières,https://www.fragrantica.com/perfume/Giorgio-Armani/Lumieres-118320.html,femme,,2025,aldehydic;musky;powdery;iris;fresh;warm spicy;violet;earthy;soapy;metallic,Aldehydes;Bergamot,Iris;Saffron,Musk;Amber,,,,3,1,0,1,1,1,3.84
giorgio armani,Magenta Tanzanite,https://www.fragrantica.com/perfume/Giorgio-Armani/Magenta-Tanzanite-71536.html,unisexe,,2022,warm spicy;vanilla;sweet;tobacco;amber;cinnamon;aromatic;coffee;fresh spicy,Cardamom;Ginger;Bergamot,Cinnamon;Myrrh;Coffee,Tobacco;Vanilla;Tonka Bean,,,,429,125,69,441,215,363,4.28
giorgio armani,Noir Kogane,https://www.fragrantica.com/perfume/Giorgio-Armani/Noir-Kogane-88628.html,unisexe,,2024,leather;aromatic;tobacco;animalic;woody;earthy;warm spicy;sweet;balsamic;smoky,Tobacco;Haitian Vetiver,elemi;Saffron,Leather,,,,144,43,13,118,37,126,4.22
giorgio armani,Nuances,https://www.fragrantica.com/perfume/Giorgio-Armani/Nuances-18593.html,femme,,2013,powdery;woody;warm spicy;iris;vanilla;earthy;amber;aromatic;cinnamon;citrus,Cinnamon;Bergamot,Orris Root;Heliotrope,Sandalwood;Benzoin;Vetiver,,,,6,9,8,11,7,7,4.53
giorgio armani,Rondò Armaniano,https://www.fragrantica.com/perfume/Giorgio-Armani/Rondo-Armaniano-87438.html,unisexe,,2023,woody;powdery;musky;lavender;warm spicy;patchouli;aromatic;iris;earthy;vanilla,Lavender,Sage;Rose,Sandalwood;Patchouli;Musk;Iris;Vanilla,,,,18,17,9,20,18,17,4.15
giorgio armani,Rose d'Artiste,https://www.fragrantica.com/perfume/Giorgio-Armani/Rose-d-Artiste-50389.html,femme,,2018,amber;violet;powdery;iris;citrus;white floral;musky;earthy;balsamic;woody,Orange Blossom;Bergamot,Iris;Violet;Incense,Ambroxan;Myrhh,,,,3,12,7,11,14,6,3.91
giorgio armani,Armani Privé Ambre Orient,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Ambre-Orient-10885.html,unisexe,,2010,amber;woody;warm spicy;vanilla;powdery;soft spicy;aromatic;balsamic;cinnamon;musky,,,,Amber;French labdanum;Vanille;Pink Pepper;Cinnamon;Patchouli;Thyme;Sandalwood,,,102,25,12,82,47,100,4.37
giorgio armani,Armani Prive Jahwara Oriental,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Jahwara-Oriental-70085.html,unisexe,,2021,amber;woody;warm spicy;balsamic;sweet;smoky,Spices;Incense;Myrhh;Iris,Opoponax;Labdanum;Ambroxan,Bourbon Vanilla;Amberwood;Guaiac Wood;Cedar,,,,27,16,8,29,16,25,4.13
giorgio armani,Armani Privé Oud Royal,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Oud-Royal-10884.html,unisexe,,2010,amber;oud;warm spicy;woody;smoky;balsamic;powdery;rose;metallic,,,,Agarwood (Oud);Incense;Sandalwood;Saffron;Amber;Rose,,,633,199,95,597,264,602,4.38
giorgio armani,Armani Privé Oud Royal Collector,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Oud-Royal-Collector-101561.html,unisexe,,2025,amber;warm spicy;oud;balsamic;smoky,,,,Myrrh;Incense;Oud;Amber;Spices,,,13,3,2,13,9,11,4.15
giorgio armani,Armani Privé Rose d'Arabie,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rose-d-Arabie-10886.html,unisexe,,2010,rose;patchouli;oud;woody;floral;warm spicy;earthy;vanilla;balsamic,,,,Rose;Patchouli;Agarwood (Oud);Vanille,,,756,313,190,684,358,778,4.35
giorgio armani,Armani Prive Rose d'Arabie L'Or du Desert,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rose-d-Arabie-L-Or-du-Desert-18651.html,unisexe,,2013,rose;patchouli;woody;warm spicy;earthy;floral;balsamic,,,,Damask Rose;Patchouli;Saffron;Woodsy Notes;Amber,,,54,23,11,41,21,62,4.38
giorgio armani,Armani Privé Rose d'Arabie Limited Edition 2018,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rose-d-Arabie-Limited-Edition-2018-51914.html,unisexe,,2018,rose;patchouli;woody;warm spicy;earthy;floral;balsamic,,,,Rose;Patchouli;Agarwood (Oud);Woody Notes;Saffron;Amber,,,11,5,2,8,4,9,4.33
giorgio armani,Armani Prive Rose d'Arabie Limited Edition Swarovski,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rose-d-Arabie-Limited-Edition-Swarovski-29225.html,unisexe,,2014,rose;patchouli;woody;warm spicy;earthy;floral;balsamic,,,,Damask Rose;Patchouli;Agarwood (Oud);Vanilla,,,10,4,1,7,2,9,4.31
giorgio armani,Cuir Noir,https://www.fragrantica.com/perfume/Giorgio-Armani/Cuir-Noir-14205.html,unisexe,,2011,woody;vanilla;leather;amber;oud;powdery;warm spicy;animalic;rose;fresh spicy,,,,Leather;Vanille;Agarwood (Oud);Sandalwood;Benzoin;Rose;Guaiac Wood;Nutmeg;Ambergris;Coriander,,,326,120,45,332,177,310,4.29
giorgio armani,Cuir Nu,https://www.fragrantica.com/perfume/Giorgio-Armani/Cuir-Nu-110701.html,unisexe,,2025,leather;warm spicy;coffee;amber;rose;animalic;smoky;vanilla;aromatic,Coffee;Cardamom,Leather;Damask Rose,Tonka Bean;Amber;Labdanum,,,,50,14,12,43,24,44,3.93
giorgio armani,Cuir Zerzura,https://www.fragrantica.com/perfume/Giorgio-Armani/Cuir-Zerzura-62025.html,unisexe,,2020,iris;leather;powdery;woody;violet;animalic;earthy;vanilla;aromatic;ozonic,Violet Leaf;Elemi resin;Mandarin Orange,Iris;Rose,Leather;Cedar;Bourbon Vanilla,,,,152,97,34,173,111,150,4.39
giorgio armani,Musc Shamal,https://www.fragrantica.com/perfume/Giorgio-Armani/Musc-Shamal-55282.html,unisexe,,2019,musky;powdery;aldehydic;fresh;rose;amber;vanilla;woody;white floral;animalic,Aldehydes;Citruses,Musk;Rose;Jasmine,Amber;Vanilla;Cedar,,,,160,149,88,168,160,155,4.06
giorgio armani,Myrrhe Impériale,https://www.fragrantica.com/perfume/Giorgio-Armani/Myrrhe-Imperiale-21403.html,unisexe,,2013,amber;warm spicy;vanilla;balsamic;sweet,,,,Myrhh;Amber;Benzoin;Vanila;Saffron;Pink Pepper,,,375,104,45,357,209,366,4.45
giorgio armani,Sable Nuit,https://www.fragrantica.com/perfume/Giorgio-Armani/Sable-Nuit-64787.html,unisexe,,2021,amber;woody;warm spicy;vanilla;soft spicy;musky;balsamic;fresh spicy,Olibanum;Pink Pepper,Cedar;Benzoin;Labdanum;Patchouli,Olibanum;Vanilla;Ambroxan,,,,90,38,24,92,58,78,4.13
giorgio armani,Armani Eau d'Aromes,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Eau-d-Aromes-22879.html,homme,,2014,citrus;aromatic;fresh spicy;woody;warm spicy;earthy;herbal;fresh;patchouli,Mandarin Orange;Bergamot,Ginger;Patchouli,Vetiver;Sage;Cardamom,,,,86,259,257,211,271,128,4.05
giorgio armani,Armani Eau de Cèdre,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Eau-de-Cedre-31401.html,homme,,2015,woody;aromatic;green;ozonic;citrus;warm spicy;fresh spicy;leather;musky;powdery,Sage;Bergamot;Lemon,Violet Leaf;Cardamom;Cumin,Black Tea;Cedar Essence;Suede;Woody Notes,,,,346,796,546,723,745,444,4.30
giorgio armani,Armani Eau de Nuit,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Eau-de-Nuit-17231.html,homme,,2013,powdery;vanilla;iris;amber;warm spicy;aromatic;woody;fresh spicy;sweet;violet,Pink Pepper;Bergamot,Iris;Cardamom;Nutmeg;Heliotrope,Tonka Bean;Amber;Cedar,,,,624,290,81,613,250,666,4.22
giorgio armani,Armani Eau de Nuit Oud,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Eau-de-Nuit-Oud-38548.html,homme,,2016,warm spicy;rose;oud;aromatic;fresh spicy;iris;vanilla;floral;sweet;powdery,Cardamom;Pink Pepper;Bergamot,Rose;Iris;Geranium,Agarwood (Oud);Saffron;Tonka Bean,,,,178,55,19,177,73,175,4.18
giorgio armani,Armani Eau Pour Homme,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Eau-Pour-Homme-409.html,homme,,1984,citrus;aromatic;fresh spicy;woody;earthy;mossy,Lemon;Bergamot;Mandarin Orange;Green Orange;Basil,Lavender;Nutmeg;Carnation;Jasmine;Lily;Rose;Cinnamon,Oakmoss;Vetiver;Cedar;Sandalwood;Musk;Patchouli,,,,216,567,550,400,640,299,4.26
giorgio armani,Armani Eau Pour Homme (new),https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Eau-Pour-Homme-new-17230.html,homme,,2013,citrus;fresh spicy;woody;warm spicy;aromatic;mossy;earthy;green;patchouli,Bergamot;Mandarin Orange;Basil,Cloves;Nutmeg;Lily,Oakmoss;Sandalwood;Patchouli,,,,139,490,470,366,508,193,4.18
giorgio armani,Emporio Armani City Glam for Her,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-City-Glam-for-Her-426.html,femme,,2005,fruity;floral;woody;rose;earthy;mossy;patchouli;musky;aromatic;soft spicy,Black Currant;Plum;Coriander,Bulgarian Rose;Floral Notes,Oakmoss;Indian Patchouli;White Musk,,,,108,157,95,143,206,108,4.00
giorgio armani,Emporio Armani City Glam for Him,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-City-Glam-for-Him-425.html,homme,,2005,green;fresh spicy;aromatic;citrus;fresh;earthy;woody;musky;mossy;powdery,Bitter Orange;Mint,Ginger;Green Grass,Vetiver;White Musk;Oakmoss,,,,38,70,55,58,60,85,4.18
giorgio armani,Emporio Armani For Her 2008,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-For-Her-2008-2694.html,femme,,2008,powdery;vanilla;woody;violet;musky;citrus;sweet;iris;floral;white floral,Bergamot;Pear;Pineapple;Mandarin Orange,Iris;Heliotrope;Jasmine;Violet,Vanilla;Musk;Cedar,,,,57,56,44,51,79,57,4.13
